index,episode,episode_name,segment,type,actor,character,detail,record_date,series,transmission_date
5451,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Terry Jones","Third Official","Well most things we do for pleasure nowadays are taxed, except one.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5452,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"John Cleese",Politician,"What do you mean?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5453,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Terry Jones","Third Official","Well, er, smoking's been taxed, drinking's been taxed but not ... thingy.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5454,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"John Cleese",Politician,"Good Lord, you're not suggesting we should tax... thingy?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5455,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Graham Chapman","First Official","Poo poo's?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5456,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Terry Jones","Third Official",No.,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5457,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Graham Chapman","First Official","Thank God for that. Excuse me for a moment.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5458,15,"Episode Fifteen","The Spanish Inquisition",Direction,,"First Official",leaves,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5459,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Terry Jones","Third Official","No, no, no - thingy.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5460,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Eric Idle","Second Official","Number ones?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5461,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Terry Jones","Third Official","No, thingy.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5462,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"John Cleese",Politician,Thingy!,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5463,15,"Episode Fifteen","The Spanish Inquisition",Dialogue,"Eric Idle","Second Official","Ah, thingy. Well it'll certainly make chartered accountancy a much more interesting job.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5464,15,"Episode Fifteen","Vox pops on tax",Direction,,,"Cut to vox pops.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5465,15,"Episode Fifteen","Vox pops on tax",Direction,,Gumby,"standing in water","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5466,15,"Episode Fifteen","Vox pops on tax",Direction,,Gumby,"looks round him","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5467,15,"Episode Fifteen","Vox pops on tax",Dialogue,"John Cleese",Gumby,"... Oh!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5468,15,"Episode Fifteen","Vox pops on tax",Dialogue,"Terry Jones","Man In Bowler Hat","To boost the British economy I'd tax all foreigners living abroad.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5469,15,"Episode Fifteen","Vox pops on tax",Dialogue,"Eric Idle","Man In Suit","I would tax the nude in my bed. No - not tax. What is the word? Oh - 'welcome'.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5470,15,"Episode Fifteen","Vox pops on tax",Dialogue,"Michael Palin","It's Man","I would tax Racquel Welch. I've a feeling she'd tax me.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5471,15,"Episode Fifteen","Vox pops on tax",Dialogue,"John Cleese","First Business Man","Bring back hanging and go into rope.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5472,15,"Episode Fifteen","Vox pops on tax",Dialogue,"Michael Palin","Second Business Man","I would cut off the more disreputable parts of the body and use the space for playing fields.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5473,15,"Episode Fifteen","Vox pops on tax",Dialogue,"Michael Palin","Man In Cap","I would tax holiday snaps.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5474,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Freeze frame. Cut to snapshot of same stil which is being held by a dear old lady. Pull out to reveal she is sitting with a large photo album on her knees, lovingly extracting photos from the piles on top of the album and passing them to her friend sitting on the same settee. Her friend is a young lady, who tears up the photos as they are handed to her. The dear old lady is in a world of her own and does not notice.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5475,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Marjorie Wilde","Dear Old Lady","This is Uncle Ted in front of the house.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5476,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,"Marjorie Wilde","Dear Old Lady","she hand over the photo and the young lady tears it up","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5477,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Marjorie Wilde","Dear Old Lady","And the is the Spanish Inquisition hiding behind the coal shed.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5478,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Friend takes it with the first sign of real interest.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5479,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Carol Cleveland","Young Lady","Oh! I didn't expect a Spanish Inquisition.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5480,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Jarring chord. The door flies open and Ximinez, Biggles and Fang enter.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5481,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Nobody expects the Spanish Inquisition!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5482,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Cut to film: moving over Breugel drawing of tortures; epic film music.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5483,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,"Voice Over","and CAPTION:","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5484,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"John Cleese","Voice Over","'IN THE EARLY YEARS OF THE SIXTEENTH CENTURY, TO COMBAT THE RISING TIDE OF RELIGIOUS UNORTHODOXY, THE POPE GAVE CARDINAL XIMINEZ OF SPAIN LEAVE TO MOVE WITHOUT LET OR HINDRANCE THROUGHOUT THE LAND, IN A REIGN OF VIOLENCE, TERROR AND TORTURE THAT MAKES A SMASHING FILM. THIS WAS THE SPANISH INQUISITION...'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5485,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Torchlit dungeon. We hear clanging footsteps. Shadows on the Grille. The footsteps stop and keys jangle. The great door creaks open and Ximinez walks in and looks round approvingly. Fang and Biggles enter behind pushing in the dear old lady. They chain her to the wall.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5486,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Now, old woman! You are accused of heresy on three counts. Heresy by thought, heresy by word, heresy by deed, and heresy by action.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5487,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,Ximinez,Four,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5488,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"counts. Do you confess?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5489,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,"Dear Old Lady","I don't understand what I'm accused of.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5490,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Ha! Then we shall","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5491,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,Ximinez,make,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5492,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"you understand...Biggles! Fetch...the cushions!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5493,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Jarring chord. Biggles holds out two ordinary modern household cushions.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5494,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Terry Jones",Biggles,"Here they are, lord.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5495,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Now, old lady, you have one last chance. Confess the heinous sin of heresy, reject the works of the ungodly -","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5496,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,Ximinez,two,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5497,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,Ximinez,three,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5498,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"last chances. You have three last chances, the nature of which I have divulged in my previous utterance.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5499,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,"Dear Old Lady","I don't know what you're talking about.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5500,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Right! If that's the way you want it - Cardinal! Poke her with the soft cushions!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5501,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,Ximinez,"Biggles carries out this rather pathetic torture","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5502,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Confess! Confess! Confess!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5503,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Terry Jones",Biggles,"It doesn't seem to be hurting her, my lord.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5504,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Have you got all the stuffing up one end?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5505,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Terry Jones",Biggles,"Yes, lord.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5506,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,Ximinez,"angrily hurling away the cushions","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5507,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Hm! She is made of harder stuff! Cardinal Fang - fetch...the comfy chair!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5508,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Another loud jarring chord. Zoom in on Fang's horrified face.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5509,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Terry Gilliam",Fang,"The comfy chair?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5510,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Fang pushes in a comfy chair - a really plush one.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5511,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"So you think you are strong because you can survive the soft cushions. Well, we shall see. Biggles! Put her in the Comfy Chair!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5512,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,Ximinez,"Biggles roughly push her into the comfy chair","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5513,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,Ximinez,"to Biggles","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5514,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Is that really all it is?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5515,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Terry Jones",Biggles,"Why, yes lord.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5516,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"I see. I suppose we make it worse by shouting a lot, do we? Confess, woman. Confess! Confess!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5517,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,Ximinez,"Confess! Confess!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5518,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Terry Jones",Biggles,"I confess!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5519,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Not you!","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5520,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,"Animation Voice","I confess.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5521,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin",Ximinez,"Who was that?","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5522,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,,,ANIMATION:,"1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5523,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"'I confess'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5524,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Dialogue,"Michael Palin","Voice Over","And now for the very first time on the silver screen comes the film from two books which once shocked a generation. From Emily Brontë's 'Wuthering Heights' and from the 'International Guide to Semaphore Code'. Twentieth Century Vole presents 'The Semaphore Version of Wuthering Heights'.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5525,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"CAPTION: 'THE SEMAPHORE VERSION OF WUTHERING HEIGHTS'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5526,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Film: appropriate film music throughout. Heathcliffe (Terry J) in close-up profile, his hair is blowing in the wind, he looks intense. Cut to close-up Catherine (Carol) also in profile, with hair streaming in wind. As if they are looking into each other's eyes. Pull out to reveal, on very long zoom, that they are each on the top of separate small hills, in rolling countryside. Heathcliffe produces two semaphore flags from behind him, and waves them.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5527,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"SUBTITLE: 'OH! CATHERINE'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5528,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Pan across to Catherine who also produces two flags and waves.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5529,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"SUBTITLE: 'OH! HEATHCLIFFE'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5530,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Heathcliffe waves flags again.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5531,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"SUBTITLE: 'OH! OH! CATHERINE'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5532,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"With each cut they are further and further away from each other.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5533,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Catherine waves flags again.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5534,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"SUBTITLE: 'OH! OH! HEATHCLIFFE'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5535,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Cut to her husband at front door of early Victorian manor house, looking stem. He waves two flags.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5536,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"SUBTITLE: 'CATHERINE!'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5537,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"Cut back to Catherine on hilltop.","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
5538,15,"Episode Fifteen","Photos of Uncle Ted (Spanish Inquisition)",Direction,,,"SUBTITLE: 'HARK! I HEAR MY HUSBAND'","1970-07-02 00:00:00",2/2,"1970-09-22 00:00:00"
